location,size,total_sqft,bath,price,price_per_sqft
Kaggalipura,3 BHK,1150,2,62,5391
Ramamurthy Nagar,2 BHK,1200,2,57.9,4825
other,2 BHK,1200,2,54,4500
Kudlu Gate,3 BHK,1656,3,75,4528
other,4 Bedroom,600,4,87,14500
KR Puram,2 BHK,1040,2,50,4807
Hosur Road,2 BHK,1085,2,33.7,3105
other,3 BHK,1215,2,49.75,4094
NRI Layout,4 Bedroom,2150,4,115,5348
Hoodi,4 Bedroom,1100,4,120,10909
Panathur,2 BHK,1210,2,77,6363
other,2 BHK,1050,2,55,5238
other,3 Bedroom,600,3,70,11666
Iblur Village,3 BHK,1920,3,150,7812
Uttarahalli,3 BHK,1250,2,50,4000
Mysore Road,2 BHK,947.55,2,80,8442
Malleshpalya,2 BHK,1421,2,90,6333
other,6 Bedroom,1050,4,155,14761
Old Madras Road,3 BHK,1425,2,74.31,5214
Budigere,2 BHK,1162,2,58,4991
Whitefield,1 BHK,905,1,60,6629
Sarjapur  Road,2 BHK,914,2,32,3501
other,2 BHK,1258,2,58,4610
CV Raman Nagar,4 Bedroom,1100,4,220,20000
Hormavu,4 Bedroom,3500,4,289,8257
Poorna Pragna Layout,7 Bedroom,2400,6,450,18750
Ramagondanahalli,4 Bedroom,4200,4,800,19047
Whitefield,3 BHK,1537,2,70,4554
Chikkalasandra,3 BHK,1230,2,53.51,4350
other,6 Bedroom,2400,5,300,12500
Malleshwaram,3 BHK,2250,3,200,8888
Hosur Road,4 Bedroom,2000,4,69,3450
other,8 BHK,3000,4,130,4333
Kumaraswami Layout,4 Bedroom,2600,4,325,12500
Indira Nagar,4 Bedroom,3200,3,250,7812
Anjanapura,2 BHK,950,2,32,3368
Marathahalli,4 BHK,4000,4,200,5000
Yelahanka,3 BHK,1282,2,48.72,3800
Banashankari Stage III,2 BHK,1304,2,111,8512
7th Phase JP Nagar,3 BHK,2100,3,200,9523
Jakkur,3 BHK,1220,2,49,4016
Budigere,3 BHK,1636,3,85,5195
7th Phase JP Nagar,3 BHK,1415,3,65,4593
Green Glen Layout,3 BHK,1728,3,125,7233
7th Phase JP Nagar,3 BHK,1680,3,125,7440
other,2 BHK,1235,2,140,11336
Yelachenahalli,4 Bedroom,900,2,115,12777
Yelahanka,4 Bedroom,3990,4,260,6516
Kasavanhalli,2 BHK,1495,2,83,5551
Hennur Road,5 Bedroom,1500,5,175,11666
Yeshwanthpur,3 BHK,2501,3,138,5517
Kanakpura Road,1 BHK,381,1,28,7349
other,4 BHK,3301.8,5,570,17263
Hennur Road,3 BHK,2002,3,120,5994
other,3 Bedroom,3200,3,260,8125
Banjara Layout,2 Bedroom,1200,2,70,5833
Sarjapur  Road,4 Bedroom,1500,3,235,15666
Bommasandra,3 Bedroom,1942,3,90,4634
other,1 Bedroom,660,1,95,14393
Banashankari Stage III,4 Bedroom,1200,6,170,14166
other,3 BHK,1450,3,90,6206
Electronic City,2 BHK,1039,2,50,4812
Old Madras Road,2 BHK,1210,2,80,6611
Attibele,2 BHK,995,1,24.88,2500
Yelahanka,3 BHK,1620,3,90,5555
Choodasandra,3 Bedroom,3204,4,395,12328
Hebbal Kempapura,3 BHK,3408,3,260,7629
Marathahalli,2 BHK,1314,2,55,4185
Bisuvanahalli,2 BHK,945,2,33,3492
Nehru Nagar,3 BHK,1374,3,72,5240
Kanakpura Road,3 BHK,1603,3,113,7049
Kengeri,3 BHK,1230,2,52,4227
Basavangudi,1 RK,670,1,50,7462
Sarjapur  Road,4 BHK,1864,3,105,5633
Hosa Road,3 Bedroom,2500,3,100,4000
Raja Rajeshwari Nagar,3 BHK,1625,2,54,3323
Whitefield,2 BHK,1186,2,55,4637
KR Puram,8 Bedroom,1500,7,382,25466
Electronic City,2 BHK,770,1,39.9,5181
Varthur,2 BHK,1085,2,45,4147
other,4 BHK,3754,6,480,12786
other,3 BHK,1893,3,115,6075
other,4 Bedroom,600,3,65,10833
Kundalahalli,3 BHK,1496,2,78,5213
Chandapura,3 BHK,1305,3,33.28,2550
Electronics City Phase 1,3 BHK,1550,2,82,5290
Marathahalli,3 BHK,1200,2,58.17,4847
Badavala Nagar,3 BHK,1494,2,94.55,6328
Electronic City Phase II,2 BHK,1286,2,69,5365
other,3 Bedroom,600,4,100,16666
Hebbal,3 BHK,1860,3,95,5107
other,1 BHK,425,1,750,176470
Haralur Road,2 BHK,1243,2,45,3620
Brookefield,2 BHK,1200,2,75,6250
Sarjapur,2 BHK,1044,2,32,3065
7th Phase JP Nagar,2 BHK,1040,2,41.59,3999
8th Phase JP Nagar,2 BHK,1125,2,36.94,3283
Cunningham Road,3 BHK,3489,3,662,18973
Subramanyapura,3 BHK,1278,2,59,4616
other,6 BHK,2400,6,98,4083
other,2 BHK,1250,2,43,3440
Vijayanagar,5 Bedroom,2400,6,125,5208
KR Puram,5 Bedroom,4166,5,560,13442
Lakshminarayana Pura,2 BHK,1210,2,75,6198
8th Phase JP Nagar,4 BHK,1200,3,110,9166
Sarjapur  Road,3 BHK,1157,2,57.84,4999
Raja Rajeshwari Nagar,2 BHK,1185,2,51.15,4316
Kalena Agrahara,3 BHK,1450,3,100,6896
Old Madras Road,3 BHK,1859,3,121,6508
Rajaji Nagar,2 BHK,1763,3,262,14861
Attibele,2 BHK,900,1,25,2777
Ramamurthy Nagar,3 BHK,1305,3,60,4597
other,3 BHK,1200,2,100,8333
Thanisandra,1 BHK,784,1,35.285,4500
Sarjapur  Road,2 BHK,1150,2,36.8,3199
Whitefield,3 BHK,1806,3,85,4706
Kudlu,2 BHK,1027,2,42,4089
Uttarahalli,2 BHK,1002,2,40.08,4000
Electronic City Phase II,3 BHK,1220,2,36.21,2968
Whitefield,2 BHK,1109,2,35.22,3175
Uttarahalli,2 BHK,1002,2,40.08,4000
Narayanapura,2 BHK,1308,2,89.04,6807
Hennur Road,2 BHK,1232,2,69.6,5649
Haralur Road,2 BHK,1027,2,44,4284
Kalyan nagar,2 BHK,1250,2,65,5200
other,6 Bedroom,900,6,170,18888
KR Puram,4 Bedroom,960,4,80,8333
Raja Rajeshwari Nagar,2 BHK,1255,2,53.87,4292
Akshaya Nagar,3 BHK,1434,3,84,5857
Doddathoguru,2 BHK,925,2,30,3243
Jakkur,3 BHK,1858,3,123,6620
other,2 BHK,1205,2,70,5809
other,3 Bedroom,1500,3,90,6000
other,3 Bedroom,1200,3,200,16666
Mysore Road,2 BHK,1020,2,48.95,4799
Thanisandra,2 BHK,965,2,56,5803
7th Phase JP Nagar,5 Bedroom,1800,6,270,15000
other,6 Bedroom,1200,4,90,7500
Battarahalli,2 BHK,1636,2,82.89,5066
Kundalahalli,3 BHK,1724,3,125,7250
Whitefield,2 BHK,1216,2,67,5509
Yelahanka,1 BHK,654,1,36.25,5542
Chikkabanavar,4 Bedroom,2460,7,80,3252
other,2 BHK,1190,2,41,3445
other,7 Bedroom,1200,5,180,15000
Budigere,3 BHK,1636,3,92,5623
Hennur Road,2 BHK,1195,2,73,6108
Nagavara,3 BHK,2400,3,251,10458
other,2 BHK,1250,2,67,5360
Whitefield,3 BHK,1452,3,90,6198
Thanisandra,3 BHK,1546,3,95,6144
Sarjapur  Road,4 Bedroom,3385.5,6,142,4194
Indira Nagar,3 Bedroom,1440,3,275,19097
other,2 Bedroom,2260,3,80,3539
other,4 Bedroom,2700,3,90,3333
Indira Nagar,2 BHK,1475,2,171,11593
JP Nagar,4 BHK,3000,3,150,5000
other,1 Bedroom,375,1,26,6933
Balagere,2 BHK,1007,2,66,6554
other,4 BHK,5422,6,1900,35042
Hennur Road,2 BHK,1020,2,47,4607
other,2 BHK,1000,2,150,15000
other,2 Bedroom,800,3,59.5,7437
other,5 Bedroom,1200,3,95,7916
Marathahalli,2 BHK,1125,2,55,4888
Kudlu Gate,9 Bedroom,1150,9,140,12173
other,3 BHK,909,2,43,4730
Whitefield,4 Bedroom,2850,5,240,8421
other,2 BHK,1400,2,85,6071
Kadugodi,2 BHK,1152,2,61,5295
Subramanyapura,2 BHK,958,2,34.49,3600
Whitefield,2 BHK,1150,2,55,4782
Old Madras Road,3 BHK,2990,5,173,5785
Bellandur,2 BHK,1310,2,85,6488
Hosur Road,3 BHK,1590,2,126,7924
Green Glen Layout,3 BHK,1645,3,110,6686
other,3 Bedroom,1800,2,100,5555
Thanisandra,3 BHK,1795,3,150,8356
8th Phase JP Nagar,2 BHK,1100,2,35,3181
Thanisandra,1 BHK,777,1,38.535,4959
other,2 BHK,925,2,70,7567
Basavangudi,3 BHK,1542.14,3,120,7781
Konanakunte,4 Bedroom,3746,6,375,10010
Thanisandra,3 BHK,1430,2,54,3776
Bommanahalli,2 BHK,1020,2,55,5392
other,4 Bedroom,750,2,42,5600
Electronic City Phase II,2 BHK,1140,2,32.92,2887
Anekal,3 BHK,967,2,45,4653
Hebbal,4 BHK,2470,4,203,8218
other,2 BHK,850,1,35.5,4176
other,2 BHK,1100,2,32,2909
Thanisandra,3 BHK,1697,3,110,6482
Varthur,2 BHK,1250,2,47,3760
Gottigere,2 BHK,1120,2,50,4464
NRI Layout,4 Bedroom,1200,4,95,7916
Hennur Road,5 Bedroom,5100,6,375,7352
other,4 Bedroom,2400,3,480,20000
Hebbal,2 BHK,1200,2,52,4333
7th Phase JP Nagar,2 BHK,1100,2,44,4000
Devarachikkanahalli,3 BHK,1417,2,76,5363
Thanisandra,3 BHK,1492,3,88,5898
Devanahalli,3 BHK,1498,3,79.15,5283
other,4 BHK,3500,2,350,10000
Kundalahalli,2 BHK,1010,2,48.27,4779
Hennur,2 BHK,1255,2,53.5,4262
Channasandra,2 BHK,1050,2,35,3333
Hegde Nagar,3 BHK,1847,3,125,6767
other,2 BHK,1200,2,55,4583
Bellandur,2 BHK,982,2,37.28,3796
Hegde Nagar,3 BHK,2144.6,4,145,6761
Kengeri,2 BHK,750,2,36.5,4866
Electronic City,2 BHK,919,2,35,3808
Budigere,2 BHK,1087,2,54.3,4995
other,3 BHK,1480,3,74,5000
Tindlu,2 BHK,1180,2,52,4406
other,3 BHK,2100,4,255,12142
Jigani,3 BHK,1221,3,65,5323
Haralur Road,2 BHK,1194,2,46,3852
Thanisandra,3 BHK,2072,3,122,5888
Whitefield,3 BHK,1600,3,69,4312
Sahakara Nagar,3 BHK,2200,3,98,4454
Rajaji Nagar,3 BHK,1640,3,220,13414
Kaikondrahalli,2 BHK,1253,2,81.5,6504
Hennur Road,2 BHK,1061,2,54.92,5176
Marathahalli,3 BHK,1950,3,115,5897
Marathahalli,2 BHK,1250,2,68,5440
Hennur Road,3 BHK,1585,2,80,5047
Kanakpura Road,3 BHK,1452,3,60.98,4199
Kammasandra,2 BHK,1015,2,37,3645
Begur Road,4 BHK,2464.5,6,118,4787
Marathahalli,2 BHK,1125,2,56.8,5048
Electronic City Phase II,2 BHK,1116,2,40,3584
other,1 Bedroom,400,1,35,8750
Kasavanhalli,4 BHK,4000,4,325,8125
Hebbal,4 BHK,3900,4,410,10512
Old Madras Road,2 BHK,1300,2,100,7692
Raja Rajeshwari Nagar,2 BHK,1419,2,60.42,4257
other,3 BHK,1310,2,55,4198
Thigalarapalya,3 BHK,2072,4,152,7335
Kaggadasapura,2 BHK,1240,2,58.58,4724
Chamrajpet,3 BHK,1565,3,98.91,6320
Budigere,3 BHK,1820,3,89,4890
Gubbalala,3 Bedroom,2500,3,88,3520
KR Puram,5 Bedroom,3657,5,310,8476
Hosa Road,2 BHK,1245,2,62,4979
GM Palaya,3 BHK,1315,3,65,4942
Kenchenahalli,3 BHK,1410,2,73,5177
Dasarahalli,2 BHK,1375,2,60,4363
Old Madras Road,2 BHK,1299,2,95,7313
other,2 BHK,993,2,45.5,4582
Bommasandra Industrial Area,2 Bedroom,1200,3,45,3750
other,2 BHK,985,2,156,15837
other,4 Bedroom,2400,5,180,7500
Hebbal,3 BHK,1255,2,95,7569
Hoodi,3 BHK,1655,3,131,7915
Whitefield,4 BHK,2830,5,190,6713
other,1 BHK,6000,1,276,4600
Electronic City,2 BHK,550,1,15,2727
other,1 BHK,825,2,40,4848
Begur Road,3 BHK,1634,3,111,6793
Kogilu,8 Bedroom,1200,6,105,8750
Banaswadi,2 BHK,1222,2,80,6546
Gottigere,3 BHK,1500,3,63,4200
Akshaya Nagar,3 BHK,1890,4,100,5291
Hegde Nagar,4 Bedroom,3750,6,375,10000
Hulimavu,2 BHK,850,1,39.5,4647
Whitefield,2 BHK,1295,2,78.5,6061
Sarjapur  Road,2 BHK,1320,2,100,7575
ISRO Layout,4 Bedroom,950,3,179,18842
Hebbal,4 Bedroom,1200,4,225,18750
2nd Stage Nagarbhavi,4 Bedroom,3000,3,170,5666
Harlur,2 BHK,1197,2,82,6850
other,3 BHK,1320,2,60,4545
Billekahalli,5 Bedroom,1180,5,98.5,8347
Whitefield,1 BHK,840,1,57.6,6857
Whitefield,1 BHK,640,1,19.83,3098
Raja Rajeshwari Nagar,3 BHK,1693,3,71.38,4216
Kodihalli,2 BHK,1000,2,62,6200
Babusapalaya,2 BHK,1305,2,70,5363
Kodichikkanahalli,1 BHK,450,1,18,4000
CV Raman Nagar,1 BHK,705,1,57,8085
other,4 BHK,750,6,75,10000
Tumkur Road,5 Bedroom,4800,5,150,3125
other,4 Bedroom,5000,5,600,12000
Gubbalala,4 Bedroom,5000,4,425,8500
Whitefield,3 BHK,1991,3,104,5223
Battarahalli,3 BHK,1779,3,90,5059
Whitefield,4 Bedroom,10200,4,1250,12254
Banaswadi,2 BHK,870,2,38,4367
Thanisandra,3 BHK,1595,3,120,7523
Kanakpura Road,1 BHK,525,1,26,4952
Ramamurthy Nagar,4 Bedroom,945,5,120,12698
other,6 Bedroom,2400,4,420,17500
Iblur Village,3 BHK,2000,4,138,6900
Yelahanka,3 BHK,1614,3,93,5762
Gottigere,2 BHK,1200,2,40,3333
Electronic City Phase II,3 BHK,1150,3,46,4000
Indira Nagar,4 BHK,3200,4,440,13750
Sonnenahalli,3 BHK,1610,3,80.48,4998
Whitefield,2 BHK,1190,2,41,3445
other,2 BHK,1050,2,50,4761
other,4 Bedroom,4800,5,420,8750
7th Phase JP Nagar,3 BHK,1460,2,97,6643
other,3 BHK,3400,3,400,11764
other,1 Bedroom,600,1,33,5500
other,3 BHK,1569,3,70,4461
other,3 Bedroom,2600,3,147,5653
Electronics City Phase 1,1 BHK,645,1,42.5,6589
other,4 Bedroom,1200,3,180,15000
Nagarbhavi,3 Bedroom,800,3,95,11875
Mico Layout,2 Bedroom,800,2,80,10000
Marathahalli,2 BHK,1350,2,90,6666
BTM 2nd Stage,3 BHK,2780,4,325,11690
other,3 BHK,1410,2,45.12,3200
Whitefield,2 BHK,1109,2,35.47,3198
other,4 BHK,2000,3,1063,53150
other,1 BHK,800,1,72,9000
Bannerghatta Road,2 BHK,1215,2,68,5596
Basaveshwara Nagar,8 Bedroom,1230,6,250,20325
Prithvi Layout,3 Bedroom,2273,4,192,8446
Varthur Road,2 BHK,1255,2,52.76,4203
other,2 BHK,1020,2,49,4803
other,3 BHK,1225,2,82,6693
Singasandra,2 BHK,1120,2,60,5357
other,5 Bedroom,2400,5,625,26041
Kasavanhalli,3 BHK,1225,2,69,5632
Whitefield,4 Bedroom,5200,5,242,4653
Indira Nagar,4 BHK,4000,4,700,17500
Sarjapur  Road,3 BHK,1984,4,145,7308
Old Madras Road,3 BHK,2425,3,197,8123
ITPL,3 Bedroom,1200,3,56.12,4676
Bommasandra,2 BHK,1127,2,45,3992
Whitefield,3 BHK,1655,3,97,5861
Ananth Nagar,1 BHK,500,1,14,2800
Varthur,3 Bedroom,1200,3,68.38,5698
Kaggadasapura,2 BHK,1000,2,43,4300
CV Raman Nagar,2 BHK,1225,2,47.88,3908
Hormavu,2 BHK,1350,2,45,3333
Nagarbhavi,4 Bedroom,600,5,95,15833
Sahakara Nagar,2 BHK,1175,2,49,4170
other,1 BHK,655,1,27,4122
Hosa Road,3 BHK,1311,2,84.86,6472
Banashankari Stage VI,3 Bedroom,600,4,90,15000
CV Raman Nagar,2 BHK,1000,2,38.5,3850
other,2 BHK,1196,2,96,8026
Kanakpura Road,3 BHK,1050,2,59,5619
Somasundara Palya,3 BHK,1275,2,52,4078
other,2 BHK,927,2,50,5393
Varthur,3 BHK,1520,2,61,4013
other,4 Bedroom,2400,5,395,16458
Hebbal,2 BHK,1333,2,104,7801
other,1 BHK,600,1,18,3000
Abbigere,3 BHK,1326,2,34.8,2624
Koramangala,2 BHK,1370,2,125,9124
Koramangala,2 BHK,1100,2,85,7727
Haralur Road,3 BHK,1650,3,100,6060
Kasavanhalli,3 BHK,1917,3,132,6885
other,3 BHK,780,3,75,9615
Billekahalli,2 BHK,950,2,58.11,6116
other,2 BHK,1175,2,48.72,4146
8th Phase JP Nagar,2 BHK,1089,2,43.55,3999
Kalena Agrahara,3 BHK,1804,3,175,9700
Hoodi,2 BHK,1257,2,68.5,5449
Sarjapur,1 BHK,650,1,19.87,3056
Whitefield,3 BHK,1850,3,150,8108
other,4 Bedroom,2800,4,200,7142
Vidyaranyapura,2 BHK,945,2,40,4232
Koramangala,2 BHK,1161,2,63.85,5499
Banashankari Stage V,3 BHK,1630,3,51.35,3150
Jalahalli,3 BHK,1310,2,60,4580
other,2 BHK,750,2,28,3733
Whitefield,3 Bedroom,1200,3,67.77,5647
other,2 BHK,1000,2,45,4500
Old Madras Road,4 Bedroom,4000,4,225,5625
Nagavara,2 BHK,1315,2,70,5323
Sahakara Nagar,3 BHK,1370,2,90,6569
Ulsoor,5 Bedroom,1200,4,150,12500
Bellandur,2 BHK,1465,3,90,6143
JP Nagar,3 BHK,20000,3,175,875
Electronic City,2 BHK,1128,2,64,5673
Padmanabhanagar,3 BHK,1250,2,70,5600
Hebbal,3 BHK,1645,3,117,7112
Horamavu Agara,3 BHK,1284,2,75,5841
Hebbal,3 BHK,2600,3,199,7653
Kodigehalli,3 BHK,1820,3,150,8241
Haralur Road,3 BHK,1580,3,73,4620
Akshaya Nagar,3 Bedroom,2650,3,125,4716
Bannerghatta Road,2 BHK,1215,2,68,5596
Uttarahalli,2 BHK,1075,2,40,3720
R.T. Nagar,3 BHK,1400,2,78,5571
Subramanyapura,3 BHK,1400,2,55,3928
Bisuvanahalli,2 BHK,845,2,30,3550
Hegde Nagar,4 BHK,2600,4,40,1538
Sarjapur,4 Bedroom,3854.5,6,385.5,10001
other,2 BHK,800,2,85,10625
Panathur,2 BHK,1199,2,85,7089
Gunjur,2 BHK,1175,2,43.48,3700
Sahakara Nagar,3 Bedroom,2400,3,270,11250
Bellandur,3 BHK,1767,3,109,6168
Sarjapur  Road,4 BHK,1800,3,90,5000
Talaghattapura,3 BHK,1856,3,135,7273
R.T. Nagar,3 Bedroom,1200,3,140,11666
Rajaji Nagar,3 BHK,1613,3,150,9299
Jakkur,4 BHK,6830,5,795,11639
Whitefield,2 BHK,1290,2,90,6976
Kasavanhalli,2 BHK,1375,2,78,5672
other,2 BHK,985,2,57,5786
other,4 Bedroom,1200,4,200,16666
Singasandra,2 BHK,1099,2,37.5,3412
Electronic City,1 BHK,605,1,13.31,2200
other,11 BHK,6000,12,150,2500
other,7 Bedroom,3600,7,160,4444
Marathahalli,2 BHK,1200,2,53,4416
Hulimavu,2 BHK,1000,2,45,4500
Electronic City,3 BHK,1159,2,38,3278
Sarjapur  Road,5 BHK,3692,5,340,9209
other,2 Bedroom,600,2,80,13333
other,4 Bedroom,2400,4,600,25000
BTM Layout,3 BHK,1540,2,78,5064
other,3 BHK,1503,2,93,6187
Ambedkar Nagar,3 BHK,1850,4,120,6486
Uttarahalli,3 BHK,1580,3,60,3797
Mico Layout,2 BHK,1190,2,39.25,3298
other,2 Bedroom,1200,2,61,5083
HAL 2nd Stage,7 Bedroom,1000,7,250,25000
Jakkur,2 BHK,850,1,19.9,2341
Domlur,3 BHK,2180,3,285,13073
other,3 BHK,2500,2,60,2400
ITPL,3 Bedroom,1200,3,56.12,4676
other,3 BHK,1500,2,52,3466
other,5 Bedroom,1200,3,180,15000
Thanisandra,3 BHK,1880,3,120,6382
Padmanabhanagar,2 BHK,1150,2,45,3913
Kasavanhalli,4 Bedroom,4408,4,344,7803
Bellandur,2 BHK,924,2,35.11,3799
Sarjapur  Road,5 BHK,7800,6,385,4935
Kumaraswami Layout,6 Bedroom,600,6,100,16666
other,4 Bedroom,750,4,95,12666
Karuna Nagar,3 Bedroom,1962,3,175,8919
2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,20000
other,3 BHK,1765,3,77.27,4377
Attibele,2 BHK,1174,2,29.35,2500
Bannerghatta Road,3 BHK,1894,3,115,6071
Ramamurthy Nagar,4 Bedroom,960,2,138,14375
Sector 7 HSR Layout,3 BHK,1760,3,142,8068
other,3 BHK,1768,3,95,5373
Kothanur,3 BHK,1790,3,97,5418
other,4 Bedroom,3500,5,800,22857
Whitefield,2 Bedroom,1200,2,45,3750
Kengeri,4 Bedroom,2540,4,160,6299
Mahadevpura,2 BHK,1137,2,53.4,4696
other,7 Bedroom,1200,6,115,9583
Mysore Road,3 BHK,1568,2,100,6377
Devanahalli,4 Bedroom,4920,4,393.5,7997
AECS Layout,2 BHK,1308,2,60,4587
other,4 BHK,3060,4,350,11437
Bisuvanahalli,3 BHK,1200,2,41,3416
other,1 BHK,800,1,32,4000
Electronic City,1 BHK,530,1,13.5,2547
Bisuvanahalli,3 BHK,873,2,40,4581
other,7 Bedroom,3000,6,145,4833
other,4 Bedroom,1200,4,235,19583
Subramanyapura,2 BHK,958,2,33.53,3500
Thigalarapalya,3 BHK,2072,4,160,7722
Talaghattapura,3 BHK,2273,3,159,6995
Banashankari Stage VI,3 Bedroom,600,3,90,15000
Thanisandra,1 BHK,760,1,50,6578
Dommasandra,2 BHK,1090,2,43.5,3990
Thigalarapalya,3 BHK,2072,4,155,7480
Bellandur,3 BHK,2666,3,230,8627
Sarjapur  Road,3 BHK,1550,2,89,5741
Ramagondanahalli,2 BHK,1251,2,50,3996
Electronic City,2 BHK,1070,2,53,4953
Kalena Agrahara,2 BHK,1200,2,45,3750
CV Raman Nagar,3 BHK,1435,2,60,4181
Bommasandra,3 BHK,1400,2,45,3214
Judicial Layout,4 BHK,2330,3,94.71,4064
Thanisandra,2 BHK,1200,2,60,5000
Panathur,2 BHK,1000,2,40,4000
Bannerghatta Road,3 BHK,1655,2,62.89,3800
Raja Rajeshwari Nagar,9 Bedroom,3600,9,240,6666
other,1 Bedroom,600,1,35,5833
Electronics City Phase 1,2 BHK,1175,2,50,4255
Uttarahalli,2 BHK,1155,2,40.43,3500
Magadi Road,3 Bedroom,1200,3,98,8166
Budigere,2 BHK,1149,2,65,5657
Choodasandra,4 Bedroom,3200,4,375,11718
other,2 BHK,1010,2,55,5445
Hegde Nagar,3 BHK,1718,3,119,6926
other,2 BHK,650,1,20,3076
Banashankari,2 BHK,1330,2,77,5789
Hormavu,2 BHK,1200,2,68,5666
Bannerghatta Road,3 BHK,1693,3,89,5256
Koramangala,2 BHK,1249,2,165,13210
Thanisandra,3 BHK,1800,4,125,6944
Margondanahalli,2 Bedroom,900,2,55,6111
NGR Layout,2 BHK,1020,2,46,4509
Amruthahalli,3 BHK,1700,3,77,4529
Panathur,1 BHK,661,1,40,6051
Bannerghatta Road,2 BHK,1280,2,60.16,4700
other,5 Bedroom,1000,4,90,9000
Hosur Road,2 BHK,1170,2,48,4102
Thanisandra,1 BHK,933,2,58,6216
Sarjapur  Road,2 BHK,1150,2,44,3826
Benson Town,4 BHK,3633,6,550,15139
Rajaji Nagar,3 BHK,1380,3,130,9420
Banjara Layout,2 Bedroom,1050,2,64.8,6171
other,2 BHK,1080,2,37.8,3499
Harlur,2 BHK,1303,2,90,6907
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,3389
Nagarbhavi,5 Bedroom,2500,3,180,7200
Sarjapur  Road,5 Bedroom,1200,4,95,7916
Bommanahalli,3 BHK,1250,3,41,3280
Akshaya Nagar,3 BHK,1419,2,87,6131
Banashankari,2 BHK,1200,2,49,4083
7th Phase JP Nagar,2 BHK,1120,2,65,5803
Electronics City Phase 1,1 BHK,762.5,1,45.4,5954
Electronics City Phase 1,2 BHK,1245,2,75,6024
other,4 Bedroom,3978,4,428,10759
Channasandra,2 BHK,1093,2,34,3110
Electronic City,2 BHK,1025,1,26.63,2598
Hebbal,2 BHK,1345,2,97,7211
other,2 Bedroom,1500,2,45,3000
Vijayanagar,2 BHK,1180,2,86,7288
NGR Layout,2 BHK,1020,2,48.45,4750
other,3 BHK,1800,3,85,4722
Konanakunte,4 BHK,3621,4,511,14112
other,3 BHK,2008,3,170,8466
Kothannur,3 BHK,1240,2,39.85,3213
CV Raman Nagar,2 BHK,1020,2,55,5392
other,3 BHK,2095,3,142,6778
Gunjur,3 BHK,1362,3,62.63,4598
Yelahanka,1 BHK,694,1,30.84,4443
Vittasandra,2 BHK,1404,2,70,4985
Electronic City Phase II,3 BHK,1192,2,47,3942
other,8 Bedroom,1850,12,300,16216
Mahalakshmi Layout,4 Bedroom,1050,1,35,3333
Vittasandra,2 BHK,1259,2,67.48,5359
Kengeri,2 BHK,1000,2,34,3400
Rachenahalli,2 BHK,985,2,49.97,5073
Indira Nagar,1 BHK,850,1,60,7058
Uttarahalli,3 BHK,1650,2,50,3030
Rajaji Nagar,5 Bedroom,2400,3,320,13333
Sarjapur  Road,3 BHK,1900,4,180,9473
Ambedkar Nagar,2 BHK,1367,2,86,6291
Rajaji Nagar,3 BHK,1210,2,81,6694
other,2 BHK,1190,2,48.6,4084
Sarjapur,2 BHK,1175,2,42,3574
R.T. Nagar,4 BHK,2800,4,400,14285
Whitefield,2 BHK,1140,2,40,3508
Hoskote,2 BHK,1095,2,33.6,3068
Attibele,1 BHK,782,1,19.55,2500
Gubbalala,3 BHK,1435,2,80,5574
Choodasandra,2 BHK,725,2,36,4965
other,3 BHK,1600,2,88,5500
9th Phase JP Nagar,5 Bedroom,1200,5,160,13333
Hosakerehalli,4 BHK,3205,4,300,9360
Vishwapriya Layout,4 Bedroom,720,3,95,13194
Nehru Nagar,3 BHK,1674,3,90,5376
other,4 Bedroom,860,4,125,14534
Haralur Road,2 BHK,1243,2,46,3700
Kanakpura Road,3 BHK,1703,3,130,7633
Padmanabhanagar,3 BHK,1350,3,71.55,5300
Horamavu Agara,2 BHK,1145,2,41.21,3599
Whitefield,2 BHK,1216,2,75,6167
7th Phase JP Nagar,2 BHK,1100,3,60,5454
Sarjapur  Road,4 BHK,2425,5,201,8288
Kothanur,4 Bedroom,2700,4,175,6481
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,3389
Kanakpura Road,3 BHK,1600,3,90,5625
Banashankari Stage V,3 BHK,1510,3,47.57,3150
Hosakerehalli,4 BHK,3033,4,326,10748
Pai Layout,2 Bedroom,780,2,72,9230
Haralur Road,2 BHK,1194,2,47,3936
Banashankari Stage II,2 BHK,1250,2,110,8800
Sarjapur  Road,5 Bedroom,1480,4,169,11418
Horamavu Agara,4 Bedroom,1250,4,100,8000
other,4 Bedroom,1350,4,160,11851
Laggere,1 Bedroom,620,2,48,7741
Raja Rajeshwari Nagar,3 BHK,1630,3,60.65,3720
Hennur Road,2 BHK,1020,2,45,4411
Hosakerehalli,3 BHK,1410,2,53.58,3800
Bhoganhalli,2 BHK,1181.7,2,100,8462
other,9 Bedroom,1200,8,270,22500
Sarjapur  Road,3 BHK,1691,3,113,6682
KR Puram,4 Bedroom,1200,4,83,6916
Banaswadi,2 BHK,1200,2,60,5000
Old Airport Road,2 BHK,1050,2,50,4761
Kathriguppe,3 BHK,1300,3,77.99,5999
Whitefield,2 BHK,1356,2,94.84,6994
Whitefield,2 BHK,1338,2,103,7698
other,1 BHK,500,1,20,4000
other,3 BHK,1280,2,100,7812
Raja Rajeshwari Nagar,3 BHK,1531,3,51.77,3381
